"";"nomHotel";"notapersona";"data";"estrelles";"notaHotel";"TipusHabitacio";"DuradaEstancia";"Nits";"ProcedenciaComentari";"TipusViatge";"Acompanyament";"ViajaConMascota";"Season";"recomanar"
"1594";"Hotel El Call";4,5;2018-06-05;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"SEGON TRIMESTRE";1
"1596";"Hotel El Call";9,2;2018-06-02;"1";8,3;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Familiaconniños";"N";"SEGON TRIMESTRE";0
"1597";"Hotel El Call";6,7;2018-05-31;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedenegocios";"Pareja";"N";"SEGON TRIMESTRE";1
"1598";"Hotel El Call";10;2018-05-30;"1";8,3;"Habitacio Doble";"Dos nits";2;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"SEGON TRIMESTRE";0
"1599";"Hotel El Call";9,2;2018-05-30;"1";8,3;"Habitacio Doble";"Una Nit";1;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"SEGON TRIMESTRE";0
"1600";"Hotel El Call";7,9;2018-05-28;"1";8,3;"Habitacio Individual";"Dos nits";2;"Enviadopormóvil";"Viajedenegocios";"Personaqueviajasola";"N";"SEGON TRIMESTRE";1
"1601";"Hotel El Call";7,1;2018-05-26;"1";8,3;"Habitacio Individual";"De 3 a 5 Nits";4;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"SEGON TRIMESTRE";1
"1602";"Hotel El Call";8,3;2019-02-21;"1";8,3;"Habitacio Doble";"Mesde7";8;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";1
"1603";"Hotel El Call";8,3;2018-05-23;"1";8,3;"Habitacio Individual";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"SEGON TRIMESTRE";1
"1604";"Hotel El Call";10;2018-05-03;"1";8,3;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"SEGON TRIMESTRE";0
"1605";"Hotel El Call";5,8;2018-04-30;"1";8,3;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"SEGON TRIMESTRE";1
"1606";"Hotel El Call";8,8;2018-04-26;"1";8,3;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"SEGON TRIMESTRE";0
"1607";"Hotel El Call";9,2;2018-04-25;"1";8,3;"Habitacio Individual";"Una Nit";1;"Enviadopormóvil";"SenseInformar";"Personaqueviajasola";"N";"SEGON TRIMESTRE";0
"1608";"Hotel El Call";6,3;2018-04-19;"1";8,3;"Habitacio Doble";"De 3 a 5 Nits";3;"EnviadoporWeb";"Viajedenegocios";"Pareja";"N";"SEGON TRIMESTRE";1
"1609";"Hotel El Call";9,2;2019-02-20;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"1610";"Hotel El Call";10;2019-02-15;"1";8,3;"Habitacio Individual";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"PRIMER TRIMESTRE";0
"1611";"Hotel El Call";7,5;2018-04-16;"1";8,3;"Habitacio Individual";"De 3 a 5 Nits";4;"EnviadoporWeb";"Viajedeocio";"Personaqueviajasola";"N";"SEGON TRIMESTRE";1
"1612";"Hotel El Call";7,5;2018-03-23;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";1
"1613";"Hotel El Call";7,9;2018-03-21;"1";8,3;"Habitacio Doble";"Dos nits";2;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";1
"1614";"Hotel El Call";7,5;2018-03-20;"1";8,3;"Habitacio Doble";"Una Nit";1;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";1
"1615";"Hotel El Call";6,7;2018-03-15;"1";8,3;"Habitacio Individual";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"PRIMER TRIMESTRE";1
"1616";"Hotel El Call";10;2018-03-12;"1";8,3;"Habitacio Individual";"De 3 a 5 Nits";3;"EnviadoporWeb";"Viajedenegocios";"Personaqueviajasola";"N";"PRIMER TRIMESTRE";0
"1617";"Hotel El Call";10;2018-03-08;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Grupodeamigos";"N";"PRIMER TRIMESTRE";0
"1618";"Hotel El Call";10;2018-03-07;"1";8,3;"Habitacio Doble";"Dos nits";2;"EnviadoporWeb";"Viajedeocio";"Grupo";"N";"PRIMER TRIMESTRE";0
"1619";"Hotel El Call";8,3;2018-03-05;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";1
"1620";"Hotel El Call";6,3;2018-03-05;"1";8,3;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Grupo";"N";"PRIMER TRIMESTRE";1
"1621";"Hotel El Call";9,6;2018-03-04;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"SenseInformar";"Grupo";"N";"PRIMER TRIMESTRE";0
"1622";"Hotel El Call";9,6;2018-04-14;"1";8,3;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Grupo";"N";"SEGON TRIMESTRE";0
"1623";"Hotel El Call";10;2018-02-23;"1";8,3;"Habitacio Doble";"Una Nit";1;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"1624";"Hotel El Call";6,7;2018-02-21;"1";8,3;"Habitacio Doble";"De 3 a 5 Nits";4;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";1
"1625";"Hotel El Call";8,8;2018-02-17;"1";8,3;"Habitacio Doble";"Mesde7";8;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"1626";"Hotel El Call";8,3;2018-02-15;"1";8,3;"Habitacio Doble";"De 3 a 5 Nits";4;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";1
"1627";"Hotel El Call";8,8;2018-02-10;"1";8,3;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"1628";"Hotel El Call";10;2018-02-08;"1";8,3;"Habitacio Doble";"Dos nits";2;"EnviadoporWeb";"SenseInformar";"Personaqueviajasola";"N";"PRIMER TRIMESTRE";0
"1629";"Hotel El Call";9,2;2018-02-04;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"PRIMER TRIMESTRE";0
"1630";"Hotel El Call";10;2018-02-03;"1";8,3;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"1631";"Hotel El Call";10;2018-02-02;"1";8,3;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"SenseInformar";"Pareja";"N";"PRIMER TRIMESTRE";0
"1632";"Hotel El Call";10;2018-01-27;"1";8,3;"Habitacio Individual";"De 3 a 5 Nits";5;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"PRIMER TRIMESTRE";0
"1633";"Hotel El Call";8,8;2018-04-10;"1";8,3;"Habitacio Doble";"Dos nits";2;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"SEGON TRIMESTRE";0
"1634";"Hotel El Call";9,2;2018-01-23;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedenegocios";"Pareja";"N";"PRIMER TRIMESTRE";0
"1635";"Hotel El Call";7,9;2018-01-21;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";1
"1636";"Hotel El Call";10;2018-01-20;"1";8,3;"Habitacio Doble";"Dos nits";2;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"1637";"Hotel El Call";6,3;2018-01-18;"1";8,3;"Habitacio Individual";"Una Nit";1;"EnviadoporWeb";"Viajedeocio";"Personaqueviajasola";"N";"PRIMER TRIMESTRE";1
"1638";"Hotel El Call";10;2018-01-17;"1";8,3;"Habitacio Individual";"Una Nit";1;"Enviadopormóvil";"Viajedenegocios";"Personaqueviajasola";"N";"PRIMER TRIMESTRE";0
"1639";"Hotel El Call";6,7;2018-01-14;"1";8,3;"Habitacio Doble";"Dos nits";2;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";1
"1640";"Hotel El Call";8,8;2018-01-12;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"1641";"Hotel El Call";9,2;2018-01-08;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"1642";"Hotel El Call";9,2;2018-01-07;"1";8,3;"Habitacio Individual";"Una Nit";1;"Enviadopormóvil";"Viajedenegocios";"Personaqueviajasola";"N";"PRIMER TRIMESTRE";0
"1643";"Hotel El Call";5,4;2018-01-07;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";1
"1644";"Hotel El Call";6,3;2018-04-09;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"SEGON TRIMESTRE";1
"1646";"Hotel El Call";10;2017-12-26;"1";8,3;"Habitacio Doble";"Una Nit";1;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";0
"1647";"Hotel El Call";9,6;2017-12-26;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";0
"1648";"Hotel El Call";9,6;2017-12-25;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"QUART TRIMESTRE";0
"1649";"Hotel El Call";6,9;2017-12-24;"1";8,3;"Habitacio Individual";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"QUART TRIMESTRE";1
"1650";"Hotel El Call";10;2017-12-23;"1";8,3;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"SenseInformar";"Pareja";"N";"QUART TRIMESTRE";0
"1651";"Hotel El Call";9,2;2017-12-20;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"QUART TRIMESTRE";0
"1652";"Hotel El Call";9,2;2017-12-19;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Grupo";"N";"QUART TRIMESTRE";0
"1653";"Hotel El Call";7,9;2017-12-19;"1";8,3;"Habitacio Doble";"De 3 a 5 Nits";4;"Enviadopormóvil";"Viajedeocio";"Familiaconniños";"N";"QUART TRIMESTRE";1
"1654";"Hotel El Call";9,6;2017-12-18;"1";8,3;"Habitacio Individual";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"QUART TRIMESTRE";0
"1655";"Hotel El Call";10;2018-04-07;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedenegocios";"Pareja";"N";"SEGON TRIMESTRE";0
"1656";"Hotel El Call";8,8;2017-12-11;"1";8,3;"Habitacio Doble";"Una Nit";1;"EnviadoporWeb";"Viajedeocio";"Grupo";"N";"QUART TRIMESTRE";0
"1657";"Hotel El Call";8,8;2017-12-05;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";0
"1658";"Hotel El Call";7,5;2017-11-30;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";1
"1659";"Hotel El Call";7,9;2017-11-28;"1";8,3;"Habitacio Doble";"Una Nit";1;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";1
"1660";"Hotel El Call";9,6;2017-11-27;"1";8,3;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Grupo";"N";"QUART TRIMESTRE";0
"1661";"Hotel El Call";10;2017-11-25;"1";8,3;"Habitacio Individual";"De 3 a 5 Nits";5;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"QUART TRIMESTRE";0
"1662";"Hotel El Call";8,3;2017-11-17;"1";8,3;"Habitacio Individual";"Dos nits";2;"Enviadopormóvil";"Viajedenegocios";"Personaqueviajasola";"N";"QUART TRIMESTRE";1
"1663";"Hotel El Call";7,9;2017-11-15;"1";8,3;"Habitacio Individual";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"QUART TRIMESTRE";1
"1664";"Hotel El Call";8,8;2017-11-10;"1";8,3;"Habitacio Individual";"Una Nit";1;"Enviadopormóvil";"SenseInformar";"Personaqueviajasola";"N";"QUART TRIMESTRE";0
"1665";"Hotel El Call";10;2017-11-10;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"QUART TRIMESTRE";0
"1666";"Hotel El Call";9,2;2018-04-06;"1";8,3;"Habitacio Individual";"Dos nits";2;"Enviadopormóvil";"SenseInformar";"Personaqueviajasola";"N";"SEGON TRIMESTRE";0
"1667";"Hotel El Call";6,3;2017-11-10;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedenegocios";"Pareja";"N";"QUART TRIMESTRE";1
"1668";"Hotel El Call";8,8;2017-11-08;"1";8,3;"Habitacio Individual";"Una Nit";1;"Enviadopormóvil";"SenseInformar";"Personaqueviajasola";"N";"QUART TRIMESTRE";0
"1669";"Hotel El Call";10;2017-11-06;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Familiaconniños";"N";"QUART TRIMESTRE";0
"1670";"Hotel El Call";10;2017-11-02;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";0
"1671";"Hotel El Call";8,3;2017-10-31;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Grupo";"N";"QUART TRIMESTRE";1
"1672";"Hotel El Call";8,3;2017-10-30;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";1
"1673";"Hotel El Call";7,1;2017-10-30;"1";8,3;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"QUART TRIMESTRE";1
"1674";"Hotel El Call";7,9;2017-10-30;"1";8,3;"Habitacio Doble";"Dos nits";2;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";1
"1675";"Hotel El Call";7,5;2017-10-26;"1";8,3;"Habitacio Doble";"De 3 a 5 Nits";4;"Enviadopormóvil";"Viajedeocio";"Grupo";"N";"QUART TRIMESTRE";1
"1676";"Hotel El Call";7,5;2017-10-25;"1";8,3;"Habitacio Doble";"Una Nit";1;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";1
"1677";"Hotel El Call";10;2018-04-03;"1";8,3;"Habitacio Doble";"De 3 a 5 Nits";3;"EnviadoporWeb";"Viajedeocio";"Familiaconniños";"N";"SEGON TRIMESTRE";0
"1678";"Hotel El Call";10;2017-10-25;"1";8,3;"Habitacio Individual";"Una Nit";1;"Enviadopormóvil";"SenseInformar";"Personaqueviajasola";"N";"QUART TRIMESTRE";0
"1679";"Hotel El Call";10;2017-10-25;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"QUART TRIMESTRE";0
"1680";"Hotel El Call";9,6;2017-10-14;"1";8,3;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";0
"1681";"Hotel El Call";8,3;2017-10-13;"1";8,3;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Grupo";"N";"QUART TRIMESTRE";1
"1682";"Hotel El Call";8,3;2017-10-09;"1";8,3;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";1
"1683";"Hotel El Call";10;2017-10-07;"1";8,3;"Habitacio Individual";"Estanciade6noches";6;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"QUART TRIMESTRE";0
"1684";"Hotel El Call";10;2018-03-31;"1";8,3;"Habitacio Individual";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"PRIMER TRIMESTRE";0
"1685";"Hotel El Call";6,3;2018-03-25;"1";8,3;"Habitacio quadruple";"De 3 a 5 Nits";4;"Enviadopormóvil";"Viajedeocio";"Familiaconniños";"N";"PRIMER TRIMESTRE";1
"1686";"Hotel El Call";7,5;2017-10-02;"1";8,3;"Habitacio Doble";"Estanciade6noches";6;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"QUART TRIMESTRE";1
"1687";"Hostal Fernando";8,8;2019-04-06;"2";8,5;"Habitacio Individual";"Dos nits";2;"EnviadoporWeb";"Viajedeocio";"Personaqueviajasola";"N";"SEGON TRIMESTRE";0
"1688";"Hostal Fernando";10;2019-02-18;"2";8,5;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"1689";"Hostal Fernando";10;2019-02-18;"2";8,5;"Habitacio Individual";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"1690";"Hostal Fernando";9,6;2019-02-14;"2";8,5;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Familiaconniños";"N";"PRIMER TRIMESTRE";0
"1691";"Hostal Fernando";9,2;2019-02-14;"2";8,5;"Habitacio Doble";"De 3 a 5 Nits";4;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"1692";"Hostal Fernando";10;2019-02-13;"2";8,5;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"1693";"Hostal Fernando";6,3;2019-02-12;"2";8,5;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";1
"1694";"Hostal Fernando";9,6;2019-02-12;"2";8,5;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"1695";"Hostal Fernando";6,7;2019-02-11;"2";8,5;"Habitacio Triple";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Familiaconniños";"N";"PRIMER TRIMESTRE";1
"1696";"Hostal Fernando";7,5;2019-02-04;"2";8,5;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";1
"1697";"Hostal Fernando";8,3;2019-02-01;"2";8,5;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Grupo";"N";"PRIMER TRIMESTRE";1
"1698";"Hostal Fernando";7,9;2019-04-04;"2";8,5;"Habitacio Individual";"Una Nit";1;"Enviadopormóvil";"SenseInformar";"Personaqueviajasola";"N";"SEGON TRIMESTRE";1
"1699";"Hostal Fernando";8,8;2019-01-30;"2";8,5;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"1700";"Hostal Fernando";7,1;2019-01-25;"2";8,5;"Habitacio Individual";"Una Nit";1;"EnviadoporWeb";"Viajedenegocios";"Pareja";"N";"PRIMER TRIMESTRE";1
"1701";"Hostal Fernando";6,3;2019-01-24;"2";8,5;"Habitacio Individual";"De 3 a 5 Nits";4;"Enviadopormóvil";"Viajedenegocios";"Personaqueviajasola";"N";"PRIMER TRIMESTRE";1
"1702";"Hostal Fernando";9,6;2019-01-10;"2";8,5;"Habitacio Doble";"De 3 a 5 Nits";4;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"1703";"Hostal Fernando";7,9;2019-01-07;"2";8,5;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Familiaconniños";"N";"PRIMER TRIMESTRE";1
"1704";"Hostal Fernando";9,6;2019-01-03;"2";8,5;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"1705";"Hostal Fernando";7,9;2019-01-01;"2";8,5;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";1
"1706";"Hostal Fernando";10;2018-12-18;"2";8,5;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"QUART TRIMESTRE";0
"1707";"Hostal Fernando";8,3;2018-12-16;"2";8,5;"Habitacio Individual";"De 6 a 7 Nits";7;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"QUART TRIMESTRE";1
"1708";"Hostal Fernando";10;2018-12-10;"2";8,5;"Habitacio Doble";"De 3 a 5 Nits";3;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";0
"1709";"Hostal Fernando";10;2019-03-29;"2";8,5;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";0
"1710";"Hostal Fernando";10;2018-12-02;"2";8,5;"Habitacio Doble";"De 3 a 5 Nits";3;"EnviadoporWeb";"Viajedeocio";"Grupo";"N";"QUART TRIMESTRE";0
"1711";"Hostal Fernando";10;2018-11-11;"2";8,5;"Habitacio Individual";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"QUART TRIMESTRE";0
"1712";"Hostal Fernando";9,6;2018-11-07;"2";8,5;"Habitacio Doble";"Dos nits";2;"EnviadoporWeb";"Viajedeocio";"Familiaconniños";"N";"QUART TRIMESTRE";0
"1713";"Hostal Fernando";10;2018-11-02;"2";8,5;"Altres";"Una Nit";1;"Enviadopormóvil";"SenseInformar";"Familiaconniños";"N";"QUART TRIMESTRE";0
"1714";"Hostal Fernando";10;2018-10-29;"2";8,5;"Habitacio Individual";"Una Nit";1;"EnviadoporWeb";"Viajedenegocios";"Personaqueviajasola";"N";"QUART TRIMESTRE";0
"1715";"Hostal Fernando";7,5;2018-10-22;"2";8,5;"Altres";"Una Nit";1;"EnviadoporWeb";"Viajedeocio";"Grupo";"N";"QUART TRIMESTRE";1
"1716";"Hostal Fernando";8,3;2018-10-19;"2";8,5;"Habitacio Doble";"Dos nits";2;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"QUART TRIMESTRE";1
"1717";"Hostal Fernando";10;2018-10-19;"2";8,5;"Habitacio Individual";"De 3 a 5 Nits";4;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"QUART TRIMESTRE";0
"1718";"Hostal Fernando";10;2018-09-30;"2";8,5;"Habitacio Doble";"De 3 a 5 Nits";4;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"TERCER TRIMESTRE";0
"1719";"Hostal Fernando";9,2;2018-09-24;"2";8,5;"Altres";"Una Nit";1;"Enviadopormóvil";"SenseInformar";"Grupo";"N";"TERCER TRIMESTRE";0
"1720";"Hostal Fernando";7,9;2019-03-22;"2";8,5;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";1
"1721";"Hostal Fernando";8,3;2018-09-24;"2";8,5;"Habitacio Doble";"De 3 a 5 Nits";5;"Enviadopormóvil";"Viajedeocio";"Familiaconniños";"N";"TERCER TRIMESTRE";1
"1722";"Hostal Fernando";10;2018-09-21;"2";8,5;"Habitacio Doble";"De 3 a 5 Nits";5;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"TERCER TRIMESTRE";0
"1723";"Hostal Fernando";6,7;2018-09-11;"2";8,5;"Altres";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Grupo";"N";"TERCER TRIMESTRE";1
"1724";"Hostal Fernando";6,7;2018-09-01;"2";8,5;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"TERCER TRIMESTRE";1
"1725";"Hostal Fernando";7,9;2018-08-18;"2";8,5;"Altres";"De 3 a 5 Nits";4;"Enviadopormóvil";"Viajedeocio";"Familiaconniños";"N";"TERCER TRIMESTRE";1
"1726";"Hostal Fernando";6,7;2018-07-29;"2";8,5;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"TERCER TRIMESTRE";1
"1727";"Hostal Fernando";7,5;2018-07-29;"2";8,5;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"TERCER TRIMESTRE";1
"1728";"Hostal Fernando";8,3;2018-07-26;"2";8,5;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Personaqueviajasola";"N";"TERCER TRIMESTRE";1
"1729";"Hostal Fernando";8,8;2018-07-24;"2";8,5;"Habitacio Doble";"De 3 a 5 Nits";4;"EnviadoporWeb";"Viajedeocio";"Pareja";"N";"TERCER TRIMESTRE";0
"1730";"Hostal Fernando";10;2018-07-18;"2";8,5;"Habitacio Doble";"Dos nits";2;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"TERCER TRIMESTRE";0
"1731";"Hostal Fernando";7,1;2019-03-08;"2";8,5;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"PRIMER TRIMESTRE";1
"1732";"Hostal Fernando";9,2;2018-07-15;"2";8,5;"Altres";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Familiaconniños";"N";"TERCER TRIMESTRE";0
"1733";"Hostal Fernando";10;2018-07-13;"2";8,5;"Altres";"Una Nit";1;"EnviadoporWeb";"Viajedeocio";"Grupo";"N";"TERCER TRIMESTRE";0
"1734";"Hostal Fernando";9,6;2018-07-12;"2";8,5;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"TERCER TRIMESTRE";0
"1735";"Hostal Fernando";10;2018-06-22;"2";8,5;"Habitacio Doble";"Una Nit";1;"Enviadopormóvil";"Viajedeocio";"Pareja";"N";"SEGON TRIMESTRE";0
"1737";"Hostal Fernando";7,9;2018-06-09;"2";8,5;"Habitacio Doble";"De 3 a 5 Nits";3;"Enviadopormóvil";"Viajedeocio";"Grupodeamigos";"N";"SEGON TRIMESTRE";1
